objectid,inv_id,invlocid,inc_site,inv_typ,inv_stat,datclosed,contamin,loc_descr,ca_typ,remmeth,excav_dpth,excav_vol,merla,contingncy,oldlocid,contact_nm,contact_ph,co_code,coordtyp,X,Y
1158,   PLK101051950,181101003898,OSBORNE,E,C,2014-03-05T00:00:00Z,F,Arlington, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-94.09897032800001,44.57029296300004
1159,   AJJ101052186,181101007112,WESTERN CONSOLIDATED,E,C,2014-02-11T00:00:00Z,PF,Otrey Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,011,PHOTO,-96.33519016099996,45.37014361400003
1160,   AJJ101052123,181101007113,CRYSTAL VALLEY COOP,E,C,2013-08-28T00:00:00Z,AA,Elysian, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,079,PHOTO,-93.70636312699997,44.20042326500004
1161,   PLK101052251,181101007115,"JERGENSON, BRIAN",E,C,2013-09-12T00:00:00Z,F,Rolling Forks Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.43417151099999,45.41929777600001
1162,      GCH255095,801146060,RIVER COUNTRY COOP,E,C,2009-03-19T00:00:00Z,AA,Marshan Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79438991,44.68790646300005
1163,   PLK101052059,181101007119,COLD SPRING COOP,E,C,2013-11-27T00:00:00Z,F,Saint Cloud, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.23929760799996,45.58649967300005
1164,      PLK219175,1811138087,"BENEDICT, BLAINE",E,C,2009-07-02T00:00:00Z,P,Holy Cross Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.73699506599996,46.634104147000016
1165,      PLK219215,1811138103,RIVER COUNTRY COOP,E,C,2009-03-19T00:00:00Z,AA,Marshan Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79288941599998,44.68640018100001
1166,   GCH101000408,71101000202,STATELINE COOP,E,C,2008-10-22T00:00:00Z,AA,Pilot Grove Twp, , ,NA,NA,N,N,05/11/2009,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.20739830099996,43.57814230600002
1167,   PLK101000440,71101000203,FARMERS COOPERATIVE,E,C,2009-03-17T00:00:00Z,AA,Westerheim Twp, , ,NA,NA,N,N,3/17/2009,MDA Data Practices Records Mng,(651) 201-6698,083,PHOTO,-95.946768712,44.593259875
1168,   PLK101000512,71101000213,FARMERS COOPERATIVE,E,C,2009-04-24T00:00:00Z,AA,Wergeland Twp, , ,NA,NA,N,N,4/24/2009,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-96.138273126,44.648230383000055
1169,   PLK101000554,181101000157,MMCD,E,C,2009-04-01T00:00:00Z,P,Louisville Twp, , ,NA,NA,N,N,4/1/2009,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.53162600399997,44.73305893300005
1170,   PLK101052072,181101007125,CROP PRODUCTION SERVICES,E,C,2013-09-16T00:00:00Z,F,Crow Lake, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.04084171299996,45.464704256000005
1171,   PLK101052292,181101007129,"MILLER, THOMAS",E,C,2014-01-14T00:00:00Z,F,West Union Twp Cntr of 1/4 mile release trail, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,153,PHOTO,-95.08949699599998,45.803970357000026
1172,   AJJ101052157,181101007134,CRYSTAL VALLEY COOP,E,C,2013-12-05T00:00:00Z,F,Madelia WITHIN DIKE, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.41015135099997,44.05655669700002
1173,   PLK101052317,181101007140,TARTAN PARK GC,E,C,2013-10-10T00:00:00Z,P,Lake Elmo, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.870684595,44.97377709800003
1174,   PLK101052319,181101007141,REARDON,E,C,2013-12-10T00:00:00Z,SP,Eagan, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.19127164099996,44.81859290700004
1175,   PLK101052323,181101007142,SCOTTS HELICOPTER/MMCD,E,C,2013-12-30T00:00:00Z,P,Maplewood, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-92.986156623,44.96725792400002
1176,   PLK101052167,181101007145,MEADOWLAND FARMERS COOP,E,C,2013-09-24T00:00:00Z,P,Paxton Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.07516385399998,44.51463802000001
1177,   EJK101052370,71101007170,EDWARD KRAMER,E,C,2014-06-10T00:00:00Z,P,Quincy Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.08353256199996,44.07881399500002
1178,   PLK101052396,181101007180,XCEL ENERGY,E,C,2013-12-18T00:00:00Z,P,Monticello, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.847236855,45.33326414200002
1179,   PLK101052408,181101007183,CPS,E,C,2013-10-11T00:00:00Z,AA,Pipestone, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,117,PHOTO,-96.30631379599998,44.00375906900001
1180,   PLK101052418,181101007188,MMCD,E,C,2014-01-07T00:00:00Z,P,Chaska, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.59704418499996,44.848742068000035
1181,   AJJ101052426,181101007190,CENTRAL VALLEY COOP,E,C,2013-10-15T00:00:00Z,P,Ellington Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.04574607,44.110358141000006
1182,   PLK101052456,181101007202,METROPOLITAN MOSQUITO CONTROL,E,C,2013-12-31T00:00:00Z,P,Medina, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.54173144999999,45.03774353900002
1183,   PLK101052459,181101007203,GREENSKEEPERS,E,C,2014-01-06T00:00:00Z,PF,Saint Paul, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.00918169599998,44.910415564000004
1184,   PLK101052480,181101007208,HIBBING TACONITE,E,C,2013-12-30T00:00:00Z,P,Hibbing, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,137,PHOTO,-92.97245792799998,47.476416183000026
1185,   PLK101052434,181101007192,WFS-LEWISVILLE,E,C,2014-01-24T00:00:00Z,P,Antrim Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.38733801299998,43.933405899000036
1186,   AJJ101052126,181101007133,NUWAY COOP,E,C,2014-10-14T00:00:00Z,F,Kimball, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-94.85451944199997,43.844411569000044
1187,   PLK101051991,181101003851,RIVER COUNTRY COOP,E,C,2013-07-23T00:00:00Z,AA,Marshan Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79303843899999,44.686744634000036
1188,   PLK101051881,181101003835,WATONWAN FARM SERVICE,E,C,2013-09-12T00:00:00Z,AA,Otisco, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.50400903499997,43.99321390100005
1189,   EJK101052100,181101003893,CENTRAL VALLEY COOP,E,C,2014-02-25T00:00:00Z,AA,Bridgewater Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.23111961199999,44.384992916000044
1190,   PLK101052501,181101007236,"KROWN, INC",E,C,2014-02-27T00:00:00Z,P,Hartland, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.48488724599997,43.80650196300002
1191,   PLK101046624,80101007243,SAMUEL BIEH,E,C,2012-03-12T00:00:00Z,P,Saint Cloud Apt. 110, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.25331115699998,45.566133026000045
1192,   EJK101052531,181101007250,METROPOLITAN MOSQUITO CONTROL,E,C,2014-01-06T00:00:00Z,P,Hanover, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.63935649999996,45.14966112000002
1193,   PLK101052691,181101007259,PAYNESVILLE FARMERS COOP,E,C,2014-01-06T00:00:00Z,P,Union Grove Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.67243137999998,45.301053878000005
1194,   EJK101049902,181101007814,RIVER COUNTRY COOP,E,C,2014-03-28T00:00:00Z,AA,Hampton Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.99625399799999,44.58585115300002
1195,   PLK101052337,181101007149,TRICO AG SERVICE,E,C,2013-10-14T00:00:00Z,AA,Darnen Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-95.87528919099998,45.57422650000001
1196,   EJK101052095,181101007118,CHS,E,C,2013-12-05T00:00:00Z,AA,York Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-92.29041320799996,43.514344252
1197,   KMB143003324,181101007308,WESTERN CONSOLIDATED,E,C,2013-12-12T00:00:00Z,PF,Saint Johns Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.199062475,45.10953986100003
1198,   SAL127000340,181101007309,NUEST FARMS,E,C,2014-12-01T00:00:00Z,F,Fairfield Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.93232705899999,45.383734813000046
1199,   KDR107000204,181101007310,"OLSON, TOM",E,C,2013-10-09T00:00:00Z,P,Camp Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-94.78598042199997,44.490969839
1200,   AJJ101052286,352101007131,PRO-AG FARMERS COOP,E,C,2013-10-09T00:00:00Z,F,Brandon Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,041,PHOTO,-95.56531236999996,45.986286792000044
1201,   PLK101053060,181101007319,SCOTTS HELICOPTER,E,C,2013-11-20T00:00:00Z,N,Washington Lake Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-93.929313907,44.70247599800001
1202,   KMB143003335,181101007321,TYSON ROCHEL,E,C,2014-12-01T00:00:00Z,P,Drammen Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,081,PHOTO,-96.357908963,44.371581212000024
1203,   PLK101052303,181101007135,NEW HORIZON AG SERVICE,E,C,2014-02-11T00:00:00Z,P,Carlisle Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-96.20512336999997,46.28725589100003
1204,   KMB143003320,181101007323,UNKNOWN (DEER BAITING),E,C,2013-12-24T00:00:00Z,U,Chanarambie Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,101,PHOTO,-95.943876638,43.99006582000004
1205,   PLK101052147,181101003887,PRAIRIE LAKES COOP,E,C,2013-12-12T00:00:00Z,F,Westport Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.143058505,45.70861498800002
1206,   PLK101053087,181101007328,GUARANTEED TURF CARE,E,C,2014-01-08T00:00:00Z,P,Woodbury, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.915048157,44.92658779000004
1207,   PLK101050464,181101003030,CROP PROTECTION SERVICES,E,C,2013-11-18T00:00:00Z,P,Rost Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-95.27059880399997,43.65994455900005
1208,   PLK101053248,181101007366,CHS / NEW HORIZON,E,C,2014-01-08T00:00:00Z,F,Carlisle Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-96.20478776099998,46.28728636200003
1209,   PLK101053261,181101007368,SCOTTS HELICOPTER SERVICE,E,C,2013-10-22T00:00:00Z,P,Dryden Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-94.150277674,44.62890472800001
1210,   PLK101053290,181101007375,SAINT PAUL PARK REFINING,E,C,2014-01-06T00:00:00Z,P,Saint Paul Park, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-93.00286554599995,44.85144331400005
1211,   PLK101051912,181101003837,UNKNOWN,E,C,2013-09-12T00:00:00Z,F,Magnolia Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.09292613999997,43.63864248700003
1212,   PLK101052260,181101007117,UNKNOWN,E,C,2013-09-12T00:00:00Z,P,Fisher, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.80483402099998,47.81972064400003
1213,   PLK101052048,181101007123,CHS,E,C,2013-11-18T00:00:00Z,F,Marsh Creek Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,087,PHOTO,-95.96590325299996,47.32539368900001
1214,   SRR169000053,181101007399,JASON JOHNSON,E,C,2014-04-28T00:00:00Z,F,Angus Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.737378541,48.08539680700005
1215,   PLK101052083,181101007126,GENESIS,E,C,2013-09-16T00:00:00Z,AA,Deerfield Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.32377736399997,44.18216298200002
1216,   PLK101052289,181101007127,EASTERN FARMERS COOP,E,C,2013-09-17T00:00:00Z,F,Springwater Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.31637941899999,43.698548388000006
1217,   PLK101052295,181101007130,MARTIN FARMS,E,C,2013-09-18T00:00:00Z,F,North Fork Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.08606967699995,45.56620596100004
1218,   PLK101053396,181101007408,FJERSTAD TRUCKING,E,C,2014-01-13T00:00:00Z,F,Dassel, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.30100701399999,45.081236235000006
1219,   PLK101052401,181101007181,LAWN ENFORCEMENT,E,C,2013-09-24T00:00:00Z,P,Wayzata, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.493308517,44.97145298800001
1220,   PLK101053502,181101007439,SAINT PAUL ATHLETIC CLUB,E,C,2014-04-16T00:00:00Z,SP,Saint Paul, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.09237595999997,44.94572239900003
1221,   PLK101052170,181101007443,PROAG FARMERS COOP,E,C,2013-10-02T00:00:00Z,P,Fawn Lake Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,153,PHOTO,-94.77047354999996,46.213118683000005
1222,   PLK101052203,181101007446,FARMERS COOPERATIVE ASSOCIATION,E,C,2013-10-03T00:00:00Z,P,Hansonville Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,081,PHOTO,-96.42516828699996,44.601870222
1223,   AJJ101052230,181101007444,RIVER REGION COOP,E,C,2013-10-03T00:00:00Z,P,Sigel Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.492890622,44.239426772
1224,   PLK101052313,181101007138,LARRY LIEPOLD,E,C,2014-02-11T00:00:00Z,P,Weimer Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-95.29037365199997,43.81904052600004
1225,   PLK101052405,181101007182,COLD SPRING COOP,E,C,2013-10-08T00:00:00Z,P,Rockville, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.37418092299998,45.49382407300004
1226,   PLK101052327,181101007485,BROGAN,E,C,2014-01-09T00:00:00Z,P,New Haven Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.64496925999998,44.12275303500002
1227,   PLK101052385,181101007491,QUAM,E,C,2013-10-14T00:00:00Z,P,Wadena, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,159,PHOTO,-95.134710853,46.427031236000005
1228,   MWF148000136,181101007324,"JANSSEN, JERRY",E,C,2013-10-14T00:00:00Z,F,Barnesville Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.421634531,46.68888907500002
1229,   MWF148000131,181101007325,NEW AGE TREE SERVICE,E,C,2013-10-15T00:00:00Z,P,Woodrow Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,021,PHOTO,-94.27829851199999,46.91668684700005
1230,   PLK101052388,181101007497,TRI-CO,E,C,2013-10-15T00:00:00Z,AA,Darnen Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-95.93376423899997,45.52755134600005
1231,   EJK101052534,181101007248,RIVER COUNTRY COOP,E,C,2013-10-17T00:00:00Z,AA,Randolph, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.01685105600001,44.53013611900002
1232,   PLK101053805,181101007548,PRAIRIE GRAIN PARTNERS,E,C,2014-01-23T00:00:00Z,AA,Clarkfield, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-95.81386226899997,44.792287429000055
1233,   PLK101059776,181101008729,CON-WAY FREIGHT,E,C,2015-04-09T00:00:00Z,P,Fridley, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.27126984899996,45.115971985000044
1234,   PLK101052341,181101007156,ZYLSTRA,E,C,2014-01-03T00:00:00Z,F,Osborne Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,117,PHOTO,-96.162737919,43.89148273700005
1235,   PLK101053873,181101007556,NUWAY COOPERATIVE,E,C,2014-01-02T00:00:00Z,F,Ormsby, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.69669962999996,43.85079499700004
1236,   PLK101051988,181101003850,FARMERS COOP,E,C,2013-10-25T00:00:00Z,AA,Jo Daviess Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.17218858399997,43.599070138
1237,   AJJ101053387,352101007403,KOCH NITROGEN,E,C,2013-10-28T00:00:00Z,AA,Dublin Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.424469547,45.23680359400004
1238,   PLK101053979,181101007585,CRYSTAL VALLEY COOP,E,C,2014-02-18T00:00:00Z,AA,Freedom Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.74788604599996,43.974914403000014
1239,   EJK101053974,181101007591,CHS,E,C,2014-12-12T00:00:00Z,AA,Home Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.745170986,44.29660645400003
1240,   PLK101053989,181101007603,LUVERNE FARM STORE,E,C,2014-02-19T00:00:00Z,P,Luverne, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.21465658199998,43.66408375200001
1241,   PLK101053996,181101007605,CRYSTAL VALLEY COOP,E,C,2014-01-29T00:00:00Z,F,Ceresco Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.26436458299997,43.94857871500005
1242,   PLK101053701,181101007606,GUSTAFSON,E,C,2013-11-06T00:00:00Z,P,Lake Elmo, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.88184496499997,44.99903095800005
1243,   PLK101054021,181101007614,JONES FARMS/CPS SARGEANT,E,C,2014-03-19T00:00:00Z,AA,Pleasant Valley Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.649466168,43.775600955000016
1244,   PLK101053952,181101007618,KOCH NITROGEN,E,C,2014-03-19T00:00:00Z,AA,Dublin Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.42462560799999,45.23706464500003
1245,   PLK101053693,181101007620,TRUGREEN CHEMLAWN,E,C,2014-01-13T00:00:00Z,PF,Lakeville, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.21311447400001,44.70837677600002
1246,   PLK101053121,181101007339,WEST CENTRAL AG,E,C,2013-11-14T00:00:00Z,AA,Foxhome Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,167,PHOTO,-96.30456597399996,46.279988323000055
1247,   PLK101054082,181101007641,"CHS, INC.",E,C,2014-01-21T00:00:00Z,AA,Ormsby, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.695318445,43.84973993600005
1248,   PLK101054088,181101007649,CONSUMERS COOP,E,C,2014-03-19T00:00:00Z,AA,Kingston Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.34495248299999,45.25515704600002
1249,   PLK101052078,181101007401,FARMERS COOP OF HANSKA,E,C,2013-11-19T00:00:00Z,AA,Hanska, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.49335232499999,44.14423573100004
1250,   SPE106000161,181101007380,XCEL ENERGY KING PLANT,E,C,2013-11-20T00:00:00Z,P,Oak Park Heights, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.77777400899998,45.03041905400005
1251,   PLK101053138,181101007345,TDS TRUCKING/CENTRA SOTA,E,C,2013-11-20T00:00:00Z,AA,Woodland Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.97165973799997,45.036846988000036
1252,   PLK101052134,181101003883,PROGRESSIVE AG CENTER,E,C,2013-12-09T00:00:00Z,AA,Eyota Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.27904954899998,43.948554100000024
1253,   PLK101052004,181101003852,PROGRESSIVE AG CENTER,E,C,2013-12-05T00:00:00Z,AA,Stewartville, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.48549604599998,43.84999621900005
1254,   PLK101052052,181101007121,MAIKKULA,E,C,2014-02-25T00:00:00Z,AA,French Lake Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-94.19428884499996,45.17108629200004
1255,   AJJ101052144,181101007688,WEST CENTRAL AG,E,C,2013-12-06T00:00:00Z,P,Ulen, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.257290313,47.07257496300002
1256,   PLK101054146,181101007669,LB TRANSPORT,E,C,2014-02-05T00:00:00Z,P,Crow Lake Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.02592454799998,45.46055959200004
1257,   AJJ101053390,352101007404,KOCH NITROGEN,E,C,2013-12-30T00:00:00Z,AA,Dublin Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.42442759400001,45.237124822000055
1258,   EJK101052373,181101007712,PRAIRIE LAKES COOP,E,C,2013-12-17T00:00:00Z,AA,Glenwood, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.37862946499996,45.666374880000035
1259,   PLK101052379,181101007713,KLAPHAKE FERTILIZER,E,C,2014-02-11T00:00:00Z,AA,Graham Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,009,PHOTO,-94.099719747,45.81292210500004
1260,   PLK101052415,181101007186,ELKTON ELEVATOR,E,C,2013-12-18T00:00:00Z,AA,Elkton, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.70858286599997,43.66075481400003
1261,   AJJ101052468,352101007204,PROGRESSIVE AG CENTER,E,C,2013-12-18T00:00:00Z,AA,Saint Charles, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.071355853,43.96905734100005
1262,   PLK101052449,181101007195,GUSTAFSON,E,C,2014-04-09T00:00:00Z,P,Leenthrop Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,023,PHOTO,-95.49666729999996,44.93374401300002
1263,   AJJ101052436,352101007196,GREENSKEEPER,E,C,2013-12-31T00:00:00Z,PF,West Lakeland Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.798414643,44.98080961100004
1264,   PLK101053810,181101007515,KOCH NITROGEN,E,C,2014-01-02T00:00:00Z,AA,Dublin Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.42470328599995,45.23687007900003
1265,   PLK101053771,181101007499,CENTRAL VALLEY,E,C,2014-01-02T00:00:00Z,AA,Clinton Falls Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.24233521599996,44.120371714000044
1266,   PLK101054068,181101007628,MEADOWLAND COOP,E,C,2014-01-21T00:00:00Z,F,Alba Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-95.35554908999995,43.70329493500003
1267,   EJK101052513,181101007252,KRAFT,E,C,2014-01-06T00:00:00Z,P,Pokegama Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,115,PHOTO,-93.04106105699998,45.82145613
1268,   PLK101052919,181101007265,HAYWARD COOP,E,C,2014-01-07T00:00:00Z,AA,Hayward, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.24384854499999,43.651626276
1269,   PLK101053011,181101007306,MELROSE DAIRY PROTEINS,E,C,2014-02-03T00:00:00Z,P,Melrose, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.80023109999996,45.670362374000035
1270,   MWF148000188,181101007729,LENTZ FERTILIZER,E,C,2014-01-21T00:00:00Z,P,Perham Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.58828450599998,46.603929341000025
